path,status,merge_action,dependency_group,targeted_tests,numerical_behavior_changes,fresh_pde_evidence,recommended_merge_order,rationale
benchmarks/cases/021_3d_stage4b_direct/records/h3_reference.json,M,merge_with_portability_group,historical_json_portability_hash_refresh,test_73 numerical-blob portability; canonical record hash check,no; canonical semantic payload unchanged,not applicable; only checkout-normalized artifact SHA changed,15,canonical_record path and semantic fields unchanged; sha256 refreshed for portable checkout bytes and must merge with .gitattributes
benchmarks/cases/021_3d_stage4b_direct/records/h5_reference.json,M,merge_with_portability_group,historical_json_portability_hash_refresh,test_73 numerical-blob portability; canonical record hash check,no; canonical semantic payload unchanged,not applicable; only checkout-normalized artifact SHA changed,15,canonical_record path and semantic fields unchanged; sha256 refreshed for portable checkout bytes and must merge with .gitattributes
benchmarks/cases/031_workstation_iterative/records/h2_reference.json,M,merge_with_portability_group,historical_json_portability_hash_refresh,test_73 numerical-blob portability; canonical record hash check,no; canonical semantic payload unchanged,not applicable; only checkout-normalized artifact SHA changed,15,canonical_record path and semantic fields unchanged; sha256 refreshed for portable checkout bytes and must merge with .gitattributes
benchmarks/cases/031_workstation_iterative/records/h3_reference.json,M,merge_with_portability_group,historical_json_portability_hash_refresh,test_73 numerical-blob portability; canonical record hash check,no; canonical semantic payload unchanged,not applicable; only checkout-normalized artifact SHA changed,15,canonical_record path and semantic fields unchanged; sha256 refreshed for portable checkout bytes and must merge with .gitattributes
benchmarks/cases/031_workstation_iterative/records/h5_reference.json,M,merge_with_portability_group,historical_json_portability_hash_refresh,test_73 numerical-blob portability; canonical record hash check,no; canonical semantic payload unchanged,not applicable; only checkout-normalized artifact SHA changed,15,canonical_record path and semantic fields unchanged; sha256 refreshed for portable checkout bytes and must merge with .gitattributes
src/constraints/floquet_3d_high_order.py,M,merge_with_group,floquet_high_order_hardening,test_46;test_73;test_79,yes,accepted Case093 Full3D S and MPI identity evidence,20,reusable high-order Floquet topology/cache hardening
src/constraints/high_order_floquet_trace.py,M,merge_with_group,floquet_high_order_hardening,test_46;test_73;test_79,yes,accepted Case093 Full3D S and MPI identity evidence,20,reusable high-order Floquet topology/cache hardening
src/modes/mode_classification.py,M,merge_with_group,qep_mode_hardening,test_33;test_73;test_81,yes,accepted p3/h3 and p4/h5 M80/M120/M160 S funnels,20,reusable mode classification and deterministic basis hardening
src/solvers/common_3d_case_flow.py,M,merge_with_group,common_solver_flow,test_73;test_81,yes,accepted Case093 Full3D/Hybrid S evidence,30,shared production solver flow hardening
src/solvers/dtn_port_3d.py,M,merge_with_group,full3d_dtn_hardening,test_73;test_79;test_81,yes,accepted Case093 Full3D S fixed-geometry matrix and MPI identity,30,production DTN port correctness and diagnostics
src/solvers/hcurl_multilevel.py,M,merge_with_group,iterative_solver_hardening,test_29;test_73,yes,accepted Task034 compatibility-bound PDE records; no Review V2 rerun,30,iterative solver cleanup; merge only with its targeted regression group
src/solvers/hybrid_fem_modal_schur_direct.py,M,merge_with_group,hybrid_solver_hardening,test_39;test_73;test_81,yes,accepted p3/h3 p4/h5 funnels; Case093; representative MPI identity,30,production Hybrid Schur hardening
benchmarks/run_task034_cache_lifecycle_probe.py,A,merge_with_group,post_merge_hardening,test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,40,cache/provenance diagnostic bound to hardening tests
benchmarks/run_task034_wsl_qualification.py,A,merge_with_group,wsl_qualification,test_73;test_74,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,40,structured native WSL qualification; no PDE
benchmarks/task034_case093.py,A,merge_with_group,case093_evidence_aggregation,test_80;test_81,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,40,offline accepted-evidence checker; no copied solver
benchmarks/task034_mpi_identity.py,A,merge_with_group,case093_evidence_aggregation,test_80;test_81,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,40,offline accepted-evidence checker; no copied solver
benchmarks/task034_numerical_blob_checker.py,A,merge_with_group,post_merge_hardening,test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,40,cache/provenance diagnostic bound to hardening tests
benchmarks/task034_workstation_resource_gates.py,A,merge_with_group,resource_watchdog,test_74;test_77;test_78,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,40,reusable fail-closed WSL resource gate/telemetry
benchmarks/task034_wsl_resources.py,A,merge_with_group,resource_watchdog,test_74;test_77;test_78,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,40,reusable fail-closed WSL resource gate/telemetry
benchmarks/run_direct_memory_forensics.py,M,merge_with_group,generic_pde_runner,test_28;test_29;test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,generic runner hardening; review with solver dependencies
benchmarks/run_task030_multilevel_hcurl.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task031_memory_forensics.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task032_phase2_qep.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task032_phase3_modes.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task032_phase4_propagation.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task032_phase5_trace.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task032_phase6_augmented.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task033_case090_watchdog.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task033_full3d_watchdog.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task033_matched_trace.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task033_memory_watchdog.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task033_phaseC.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_task033_qep_matrix.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/run_workstation_iterative.py,M,merge_with_group,generic_pde_runner,test_28;test_29;test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,generic runner hardening; review with solver dependencies
benchmarks/task033_case090_pde_core.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/task033_hybrid_funnel.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/task033_matched_trace_qualification.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
benchmarks/task033_qep_qualification.py,M,historical_compatibility_optional,historical_benchmark_entrypoints,existing Task030-Task033 targeted tests; test_73,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,50,historical entrypoint/checker; production numerical functionality remains in src
src/test/test_26_documentation_contract.py,M,merge_with_group,tests_for_named_dependency,test_26_documentation_contract,no,not applicable,60,targeted regression or evidence contract test
src/test/test_28_direct_memory_telemetry.py,M,merge_with_group,tests_for_named_dependency,test_28_direct_memory_telemetry,no,not applicable,60,targeted regression or evidence contract test
src/test/test_29_hcurl_multilevel.py,M,merge_with_group,tests_for_named_dependency,test_29_hcurl_multilevel,no,not applicable,60,targeted regression or evidence contract test
src/test/test_33_task032_mode_classification.py,M,merge_with_group,tests_for_named_dependency,test_33_task032_mode_classification,no,not applicable,60,targeted regression or evidence contract test
src/test/test_39_task032_hybrid_augmented_direct.py,M,merge_with_group,tests_for_named_dependency,test_39_task032_hybrid_augmented_direct,no,not applicable,60,targeted regression or evidence contract test
src/test/test_46_task033_high_order_floquet_topology.py,M,merge_with_group,tests_for_named_dependency,test_46_task033_high_order_floquet_topology,no,not applicable,60,targeted regression or evidence contract test
src/test/test_56_task033_case090_pde_core_records.py,M,merge_with_group,tests_for_named_dependency,test_56_task033_case090_pde_core_records,no,not applicable,60,targeted regression or evidence contract test
src/test/test_57_task033_case090_watchdog.py,M,merge_with_group,tests_for_named_dependency,test_57_task033_case090_watchdog,no,not applicable,60,targeted regression or evidence contract test
src/test/test_59_task033_memory_watchdog_contract.py,M,merge_with_group,tests_for_named_dependency,test_59_task033_memory_watchdog_contract,no,not applicable,60,targeted regression or evidence contract test
src/test/test_60_task033_hybrid_funnel.py,M,merge_with_group,tests_for_named_dependency,test_60_task033_hybrid_funnel,no,not applicable,60,targeted regression or evidence contract test
src/test/test_66_task033_matched_trace_qualification.py,M,merge_with_group,tests_for_named_dependency,test_66_task033_matched_trace_qualification,no,not applicable,60,targeted regression or evidence contract test
src/test/test_68_task033_full3d_watchdog.py,M,merge_with_group,tests_for_named_dependency,test_68_task033_full3d_watchdog,no,not applicable,60,targeted regression or evidence contract test
src/test/test_73_task034_hardening.py,A,merge_with_group,tests_for_named_dependency,test_73_task034_hardening,no,not applicable,60,targeted regression or evidence contract test
src/test/test_74_task034_workstation_resource_gate.py,A,merge_with_group,tests_for_named_dependency,test_74_task034_workstation_resource_gate,no,not applicable,60,targeted regression or evidence contract test
src/test/test_75_task034_p3_h3_reranking.py,A,merge_with_group,tests_for_named_dependency,test_75_task034_p3_h3_reranking,no,not applicable,60,targeted regression or evidence contract test
src/test/test_76_task034_p4_h5_workstation_study.py,A,merge_with_group,tests_for_named_dependency,test_76_task034_p4_h5_workstation_study,no,not applicable,60,targeted regression or evidence contract test
src/test/test_77_task034_extended_mpi_qualification.py,A,merge_with_group,tests_for_named_dependency,test_77_task034_extended_mpi_qualification,no,not applicable,60,targeted regression or evidence contract test
src/test/test_78_task034_wsl_extended_mpi_evidence.py,A,merge_with_group,tests_for_named_dependency,test_78_task034_wsl_extended_mpi_evidence,no,not applicable,60,targeted regression or evidence contract test
src/test/test_79_task034_native_full3d_reference.py,A,merge_with_group,tests_for_named_dependency,test_79_task034_native_full3d_reference,no,not applicable,60,targeted regression or evidence contract test
src/test/test_80_task034_mpi_identity.py,A,merge_with_group,tests_for_named_dependency,test_80_task034_mpi_identity,no,not applicable,60,targeted regression or evidence contract test
src/test/test_81_task034_case093.py,A,merge_with_group,tests_for_named_dependency,test_81_task034_case093,no,not applicable,60,targeted regression or evidence contract test
src/test/test_85_task034_resource_model_v2.py,A,merge_with_group,tests_for_named_dependency,test_85_task034_resource_model_v2,no,not applicable,60,targeted regression or evidence contract test
benchmarks/cases/092_workstation_wsl_adaptive_scalability/README.md,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/expected.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/adaptive_mechanism_qualification.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/adaptive_summary.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/all_model_compact_fixture.json,A,merge_with_group,task034_hermetic_fact_table,test_86_task034_review_v2_aggregation;clean-checkout no-artifact byte identity,no,accepted existing evidence only; no heavy rerun,70,tracked compact authority and deterministic all-model reconstruction
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p2_h1_execution_outcome.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p2_h1_resource_gate.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p3_h2_execution_outcome.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p3_h2_resource_gate.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p3_h3_reference_summary.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p4_h3_execution_outcome.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p4_h3_resource_gate.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p4_h5_e0_prediction.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/p4_h5_workstation_summary.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/resource_model_v2.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/workstation_hybrid_launch_authority.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/wsl_anchor_summary.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/092_workstation_wsl_adaptive_scalability/records/wsl_extended_mpi_qualification.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/README.md,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/config.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/expected.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/records/canonical_benchmark_manifest.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/records/convergence_summary.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/records/mpi_identity_summary.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/schema.json,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/cases/093_fixed_geometry_ph_convergence_mpi/test_command.txt,A,evidence_only,hash_bound_evidence,test_73;test_75-test_86 as applicable,no,this file is evidence or an evidence binding,70,preserve status/hash/provenance; never treat as production code
benchmarks/task034_p3_h3_reranking.py,A,review_only_do_not_merge_to_production,task034_research_evidence,test_75;test_82;test_84;test_85;test_86,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,70,task-scoped research/evidence code; not a production solver API
benchmarks/task034_resource_model_v2.py,A,review_only_do_not_merge_to_production,task034_research_evidence,test_75;test_82;test_84;test_85;test_86,no_new_core; may expose existing core options,uses accepted Task034 evidence where applicable; no Review V2 heavy rerun,70,task-scoped research/evidence code; not a production solver API
benchmarks/task034_review_v2_aggregation.py,A,merge_with_group,task034_hermetic_fact_table,test_86_task034_review_v2_aggregation;clean-checkout no-artifact byte identity,no,accepted existing evidence only; no heavy rerun,70,tracked compact authority and deterministic all-model reconstruction
docs/task034_workstation_wsl_adaptive_scalability/outcomes/all_model_authority_audit.json,A,merge_with_group,task034_hermetic_fact_table,test_86_task034_review_v2_aggregation;clean-checkout no-artifact byte identity,no,accepted existing evidence only; no heavy rerun,70,tracked compact authority and deterministic all-model reconstruction
docs/task034_workstation_wsl_adaptive_scalability/outcomes/all_model_results.csv,A,merge_with_group,task034_hermetic_fact_table,test_86_task034_review_v2_aggregation;clean-checkout no-artifact byte identity,no,accepted existing evidence only; no heavy rerun,70,tracked compact authority and deterministic all-model reconstruction
docs/task034_workstation_wsl_adaptive_scalability/outcomes/all_model_results.json,A,merge_with_group,task034_hermetic_fact_table,test_86_task034_review_v2_aggregation;clean-checkout no-artifact byte identity,no,accepted existing evidence only; no heavy rerun,70,tracked compact authority and deterministic all-model reconstruction
src/test/test_86_task034_review_v2_aggregation.py,A,merge_with_group,task034_hermetic_fact_table,test_86_task034_review_v2_aggregation;clean-checkout no-artifact byte identity,no,accepted existing evidence only; no heavy rerun,70,tracked compact authority and deterministic all-model reconstruction
benchmarks/README.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
benchmarks/cases/README.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/benchmark.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/capability_matrix.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/development_progress.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/iterative_solver_ports.md,M,manual_review,repository_metadata_or_other,test_26;full suite,no,not applicable,80,review path explicitly before selective merge
docs/project_service_requirements_and_forward_model_roadmap.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/quick_start.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/solver_guide.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/task034_workstation_wsl_adaptive_scalability/README.md,M,merge_with_group,task034_current_capability_docs,test_26_documentation_contract;markdown rendering checks,no,not applicable,80,synchronize current Task034 capability and Task035 planning boundaries
docs/task034_workstation_wsl_adaptive_scalability/outcomes/0p7nm_workstation_and_tib_assessment.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/adaptive_compression.csv,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/adaptive_compression.json,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/adaptive_mechanism.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/benchmark_freeze_decision.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/benchmark_python_inventory.csv,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/benchmark_python_inventory.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/environment_and_base.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/fixed_geometry_ph_convergence.csv,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/fixed_geometry_ph_convergence.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/full3d_hybrid_closure_matrix.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
docs/task034_workstation_wsl_adaptive_scalability/outcomes/mpi_scalability_and_identity.md,A,evidence_only,task034_review_delivery,test_26;markdown contract; artifact schema tests,no,documents accepted evidence; no Review V2 heavy rerun,80,Task034 outcome/review delivery; merge after code tests and evidence
