path,change_status,category,dependency_group,merge_action,numerical_behavior,dependencies,tests,fresh_pde_required,migration_order,reason
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/mpi2_fixture_authority_v1.json,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_mpi1_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_mpi1_v2.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_mpi2_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_mpi2_v2.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_mpi8_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_selection_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_superseded_controlled_stop_v2.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/outer_top_periodic_p5fine_writer_race_controlled_failure_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/p6_h100_variable_p_component_anchor_v2.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/p6_h100_variable_p_live_observer_mpi2_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/physics_guard_plan_authority_mpi1_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/physics_guard_plan_authority_mpi2_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/physics_guard_plan_authority_mpi8_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/reference_active_space_authority_v1.json,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/selective_face_selection_compact_v1.json,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/selective_p6_face_mpi1_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/selective_p6_face_mpi2_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/selective_p6_face_mpi8_v1.json,A,do_not_merge,superseded_or_redundant_record,exclude_keep_source_branch,no production migration,compact aggregate retained instead,not migrated,not applicable,99,"Per-rank, superseded, duplicate, or noncompact evidence"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/selective_p6_face_mpi_identity_v1.json,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/sidewall_z0_guard_h10_cell_degree_plan_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/sidewall_z0_guard_h10_mpi8_controlled_negative_v1.json,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/t15_h10_cell_degree_plan_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/t25_h10_cell_degree_plan_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/t30_h10_cell_degree_plan_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/t30_h10_mpi8_controlled_negative_v1.json,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/records/t30_regional_probe_error_localization_v1.json,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
benchmarks/cases/097_goal_oriented_exact_sequence_hp_adaptivity/test_command.txt,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
benchmarks/check_development_model_registry.py,M,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/run_direct_memory_forensics.py,M,reusable_runner_watchdog,runner_watchdog_telemetry,include,telemetry/orchestration only; ordinary default unchanged,Stage4 explicit-opt-in integration,"28,68,193",no,60,Reusable provenance and process-tree telemetry
benchmarks/run_task033_full3d_watchdog.py,M,reusable_runner_watchdog,runner_watchdog_telemetry,include,telemetry/orchestration only; ordinary default unchanged,Stage4 explicit-opt-in integration,"28,68,193",no,60,Reusable provenance and process-tree telemetry
benchmarks/task035d_case097_checker.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/task035d_case097_gates.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/task035d_nested_p_dwr_checker.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/task035d_nested_p_snapshot_gate.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/task035d_selective_face_case097_gates.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/task035d_selective_face_complement.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/task035d_selective_face_dwr_checker.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
benchmarks/task035d_selective_face_snapshot_gate.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
docs/development_model_registry.md,M,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/README.md,M,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/outcomes/selective_merge_manifest_v1.csv,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/outcomes/selective_merge_manifest_v1.md,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/outcomes/summary.md,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/outcomes/test_summary.md,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/response_v1.md,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/review_report_v1.md,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035d_goal_oriented_exact_sequence_hp_adaptivity/task.md,M,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035e_reference_blind_multilevel_hp_adaptivity/README.md,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
docs/task035e_reference_blind_multilevel_hp_adaptivity/task.md,A,compact_evidence_docs,compact_evidence_and_docs,include,documentation/hash-bound evidence only,checker contracts; registry backfill first,"documentation, registry, JSON, Case097 compact contracts",no,80,"Review-approved compact evidence, controlled negatives, and handoff"
src/adaptivity/dtn_goal_adjoint.py,M,research_api_opt_in,adjoint_dwr_research_api,include,research_api=true; production_selector=false,variable-p/local-h core,204-213,no; qualify when first used as a formal selector,50,Review V1 approved Task035e research foundation
src/adaptivity/dyadic_hexa_broken_mesh.py,A,production_core,local_h_hanging_floquet_core,include,explicit opt-in true local-h and exact trace elimination,production core in earlier migration groups,"196-201,203; MPI8 representative",no if exact blob; yes if graph/tensor/recovery conflict changes,20,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/dyadic_hexa_refinement.py,A,production_core,local_h_hanging_floquet_core,include,explicit opt-in true local-h and exact trace elimination,production core in earlier migration groups,"196-201,203; MPI8 representative",no if exact blob; yes if graph/tensor/recovery conflict changes,20,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/exact_sequence_variable_p.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/hcurl_broken_cell_trace.py,A,production_core,local_h_hanging_floquet_core,include,explicit opt-in true local-h and exact trace elimination,production core in earlier migration groups,"196-201,203; MPI8 representative",no if exact blob; yes if graph/tensor/recovery conflict changes,20,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/hcurl_broken_trace_graph.py,A,production_core,local_h_hanging_floquet_core,include,explicit opt-in true local-h and exact trace elimination,production core in earlier migration groups,"196-201,203; MPI8 representative",no if exact blob; yes if graph/tensor/recovery conflict changes,20,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/hcurl_hanging_trace.py,A,production_core,local_h_hanging_floquet_core,include,explicit opt-in true local-h and exact trace elimination,production core in earlier migration groups,"196-201,203; MPI8 representative",no if exact blob; yes if graph/tensor/recovery conflict changes,20,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/hcurl_trace_constraint_graph.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/high_order_same_error.py,M,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/adaptivity/legacy_seeded_variable_p.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/adaptivity/nested_p_dwr.py,A,research_api_opt_in,adjoint_dwr_research_api,include,research_api=true; production_selector=false,variable-p/local-h core,204-213,no; qualify when first used as a formal selector,50,Review V1 approved Task035e research foundation
src/adaptivity/physics_guard_variable_p.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/adaptivity/selective_face_complement.py,A,research_api_opt_in,adjoint_dwr_research_api,include,research_api=true; production_selector=false,variable-p/local-h core,204-213,no; qualify when first used as a formal selector,50,Review V1 approved Task035e research foundation
src/adaptivity/selective_face_root_transfer.py,A,research_api_opt_in,adjoint_dwr_research_api,include,research_api=true; production_selector=false,variable-p/local-h core,204-213,no; qualify when first used as a formal selector,50,Review V1 approved Task035e research foundation
src/adaptivity/stage4_local_h.py,A,production_core,local_h_hanging_floquet_core,include,explicit opt-in true local-h and exact trace elimination,production core in earlier migration groups,"196-201,203; MPI8 representative",no if exact blob; yes if graph/tensor/recovery conflict changes,20,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/variable_p_degree_plan.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/variable_p_entity_map.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/variable_p_nested_dwr.py,A,research_api_opt_in,adjoint_dwr_research_api,include,research_api=true; production_selector=false,variable-p/local-h core,204-213,no; qualify when first used as a formal selector,50,Review V1 approved Task035e research foundation
src/adaptivity/variable_p_periodic_orbits.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/adaptivity/variable_p_selective_face_dwr.py,A,research_api_opt_in,adjoint_dwr_research_api,include,research_api=true; production_selector=false,variable-p/local-h core,204-213,no; qualify when first used as a formal selector,50,Review V1 approved Task035e research foundation
src/adaptivity/variable_p_transfer.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/common/config_3d.py,M,production_core,stage4_dtn_integration,include,public explicit-opt-in ports; ordinary default unchanged,production core in earlier migration groups,"178,190,192-194; Case094-097 checkers",no if exact blob; yes if DtN/postprocess conflict changes,30,Review V1 approved reusable explicit-opt-in capability
src/geometry/mesh_builder_3d.py,M,production_core,stage4_dtn_integration,include,public explicit-opt-in ports; ordinary default unchanged,production core in earlier migration groups,"178,190,192-194; Case094-097 checkers",no if exact blob; yes if DtN/postprocess conflict changes,30,Review V1 approved reusable explicit-opt-in capability
src/main.py,M,production_core,stage4_dtn_integration,include,public explicit-opt-in ports; ordinary default unchanged,production core in earlier migration groups,"178,190,192-194; Case094-097 checkers",no if exact blob; yes if DtN/postprocess conflict changes,30,Review V1 approved reusable explicit-opt-in capability
src/runners/run_3d_cases.py,M,production_core,stage4_dtn_integration,include,public explicit-opt-in ports; ordinary default unchanged,production core in earlier migration groups,"178,190,192-194; Case094-097 checkers",no if exact blob; yes if DtN/postprocess conflict changes,30,Review V1 approved reusable explicit-opt-in capability
src/solvers/common_3d_case_flow.py,M,production_core,stage4_dtn_integration,include,public explicit-opt-in ports; ordinary default unchanged,production core in earlier migration groups,"178,190,192-194; Case094-097 checkers",no if exact blob; yes if DtN/postprocess conflict changes,30,Review V1 approved reusable explicit-opt-in capability
src/solvers/dtn_port_3d.py,M,production_core,stage4_dtn_integration,include,public explicit-opt-in ports; ordinary default unchanged,production core in earlier migration groups,"178,190,192-194; Case094-097 checkers",no if exact blob; yes if DtN/postprocess conflict changes,30,Review V1 approved reusable explicit-opt-in capability
src/solvers/hcurl_variable_p_assembly.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/solvers/hcurl_variable_p_local.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/solvers/hcurl_variable_p_reduction.py,A,production_core,variable_p_exact_sequence_core,include,explicit opt-in active-space/assembly/condensation,production core in earlier migration groups,"178,183-190,192; MPI8 representative",no if exact blob; yes if expansion/tensor/recovery conflict changes,10,Review V1 approved reusable explicit-opt-in capability
src/solvers/hybrid_local_dtn.py,M,production_core,hybrid_collective_bugfix,include,collective helper receives comm; no default solver change,production core in earlier migration groups,Task032/033/035b Hybrid targeted,no; historical Hybrid PDE remains bound to original SHA,40,Review V1 approved reusable explicit-opt-in capability
src/solvers/solve_maxwell_3d_stage_4b_block_grating.py,M,production_core,stage4_dtn_integration,include,public explicit-opt-in ports; ordinary default unchanged,production core in earlier migration groups,"178,190,192-194; Case094-097 checkers",no if exact blob; yes if DtN/postprocess conflict changes,30,Review V1 approved reusable explicit-opt-in capability
src/test/test_178_task035b_public_assembly_backend.py,M,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_183_development_model_registry_markdown.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_183_task035d_reference_active_space.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_184_task035d_global_entity_numbering.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_185_task035d_variable_p_petsc_assembly.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_186_task035d_variable_p_transfer.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_187_task035d_variable_p_compiled_kernel.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_188_task035d_variable_p_degree_plan.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_189_task035d_variable_p_reduction.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_190_task035d_variable_p_stage4_smoke.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_191_task035d_legacy_seeded_selector.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_192_task035d_mixed_variable_p_stage4.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_193_task035d_case097_runner_gates.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Imports excluded fixed plans; retain on historical branch
src/test/test_194_task035d_case097_checker.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Imports excluded fixed plans; retain on historical branch
src/test/test_195_task035d_physics_guard_selector.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_196_task035d_dyadic_hexa_local_h.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_197_task035d_hanging_trace.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_198_task035d_broken_dyadic_hexa.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_199_task035d_trace_constraint_graph.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_200_task035d_broken_trace_graph.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_201_task035d_broken_cell_trace.py,A,checker_benchmark,checker_and_contract_tests,include,read-only checker/test; no solver behavior change,corresponding core/API or compact evidence,self + focused/full repository suite,no unless official postprocess algorithm changes,70,Independent qualification and regression coverage
src/test/test_202_task035d_factorial_bridge.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
src/test/test_202_task035d_local_h_attempt2_authority.py,A,research_only,candidate_specific_research_history,exclude_keep_source_branch,candidate-specific selector/plan; not production,Task035d historical branch only,historical branch receipts,not applicable,90,Retain for history/reproduction; Review forbids production promotion
